zipcode,popu_ratio_white,popu_ratio_black,popu_ratio_asian,mid_age,jail,bachelorplus,highschool,employ,hh_ratio_married,meanic_fam
91771,0.13,0.0,0.59,37.5,0.0,0.13,0.6,0.68,0.54,61107.0
91773,0.65,0.02,0.18,44.22,0.0,0.37,0.92,0.74,0.59,122754.0
91775,0.31,0.02,0.5,42.04,0.0,0.52,0.91,0.74,0.55,123375.6
91776,0.19,0.01,0.64,42.27,0.01,0.29,0.76,0.71,0.56,79125.45
91778,0.26,0.01,0.44,35.6,0.01,0.31,0.89,0.74,0.39,70713.0
91780,0.22,0.02,0.61,43.48,0.01,0.36,0.84,0.71,0.54,96848.4
91784,0.74,0.03,0.14,48.58,0.0,0.43,0.96,0.76,0.67,141291.67
91785,0.56,0.05,0.06,35.4,0.01,0.23,0.77,0.67,0.36,69038.0
91786,0.59,0.06,0.08,35.75,0.01,0.28,0.89,0.72,0.44,82764.27
91789,0.27,0.03,0.57,42.83,0.0,0.46,0.9,0.69,0.68,116651.15
91790,0.36,0.03,0.23,36.54,0.02,0.23,0.83,0.75,0.58,90648.78
91791,0.42,0.04,0.26,39.8,0.02,0.33,0.87,0.73,0.55,113975.62
91792,0.26,0.05,0.37,36.84,0.02,0.29,0.82,0.73,0.55,89079.11
91793,0.41,0.04,0.24,37.7,0.03,0.24,0.82,0.71,0.59,83661.0
91801,0.23,0.02,0.48,40.01,0.01,0.35,0.81,0.72,0.43,78948.18
91803,0.23,0.01,0.52,41.8,0.01,0.29,0.78,0.72,0.52,85674.38
91901,0.88,0.01,0.01,40.62,0.02,0.29,0.93,0.75,0.6,113916.25
91902,0.69,0.03,0.14,42.27,0.0,0.38,0.89,0.73,0.65,113350.33
91905,0.86,0.03,0.01,42.7,0.04,0.26,0.78,0.51,0.43,75669.0
91908,0.6,0.07,0.22,37.6,0.01,0.45,0.95,0.8,0.72,148665.0
91910,0.74,0.04,0.09,37.25,0.01,0.23,0.78,0.69,0.48,80283.0
91911,0.72,0.04,0.09,34.04,0.01,0.17,0.72,0.68,0.53,75257.55
91913,0.68,0.05,0.12,39.1,0.01,0.36,0.86,0.72,0.67,113491.33
91915,0.61,0.07,0.19,32.83,-0.0,0.44,0.92,0.71,0.74,120676.33
91932,0.74,0.04,0.06,34.05,0.01,0.2,0.82,0.67,0.41,71866.5
91933,0.66,0.07,0.1,28.6,0.01,0.12,0.77,0.7,0.37,54839.0
91935,0.79,0.03,0.11,47.1,0.01,0.42,0.92,0.72,0.75,157031.5
91941,0.77,0.07,0.04,40.19,0.01,0.41,0.93,0.72,0.53,115974.14
91942,0.73,0.06,0.06,36.7,0.01,0.34,0.91,0.74,0.4,87652.44
91944,0.76,0.05,0.03,39.2,0.01,0.25,0.89,0.77,0.39,83136.0
91945,0.7,0.1,0.06,35.43,0.01,0.15,0.8,0.73,0.52,76293.25
91946,0.47,0.29,0.02,33.9,0.03,0.14,0.72,0.67,0.24,50716.0
91948,0.93,0.01,0.01,43.0,0.03,0.25,0.93,0.66,0.64,113470.0
91950,0.59,0.04,0.23,35.36,0.01,0.15,0.74,0.67,0.48,66455.36
91976,0.63,0.13,0.04,39.8,0.02,0.23,0.86,0.66,0.5,71998.0
91977,0.62,0.12,0.1,35.27,0.02,0.22,0.84,0.7,0.53,82219.58
91978,0.7,0.12,0.06,36.5,0.01,0.25,0.89,0.71,0.54,89617.0
92003,0.77,0.04,0.07,44.3,0.01,0.42,0.91,0.7,0.61,117326.25
92007,0.9,0.01,0.03,44.95,0.01,0.61,0.97,0.77,0.55,215817.5
92008,0.87,0.01,0.05,41.98,0.01,0.5,0.93,0.76,0.47,126337.33
92009,0.86,0.01,0.07,45.02,0.01,0.62,0.96,0.73,0.62,171363.5
92010,0.85,0.0,0.08,41.25,0.0,0.49,0.96,0.72,0.61,122828.0
92011,0.87,0.01,0.07,45.53,0.01,0.64,0.98,0.75,0.61,160409.33
92014,0.81,0.01,0.12,43.53,0.01,0.71,0.98,0.73,0.52,189793.75
92019,0.82,0.03,0.03,41.06,0.01,0.32,0.91,0.73,0.58,113439.11
92020,0.73,0.06,0.04,37.35,0.02,0.23,0.85,0.68,0.48,80402.42
92021,0.74,0.05,0.03,35.03,0.01,0.16,0.82,0.69,0.5,72007.75
92023,0.93,0.0,0.01,35.3,0.01,0.61,0.95,0.72,0.43,111944.0
92024,0.89,0.01,0.05,42.11,0.01,0.62,0.95,0.77,0.55,171976.64
92025,0.77,0.02,0.05,33.29,0.01,0.23,0.75,0.73,0.53,85118.67
92026,0.77,0.02,0.08,37.6,0.01,0.28,0.83,0.72,0.51,89703.22
92027,0.74,0.02,0.07,34.38,0.01,0.2,0.72,0.73,0.54,80415.5
92028,0.8,0.02,0.03,40.6,0.01,0.26,0.83,0.63,0.62,90080.43
92029,0.85,0.02,0.07,46.87,0.01,0.47,0.96,0.77,0.65,142557.33
92036,0.84,0.06,0.0,60.6,0.03,0.28,0.89,0.51,0.45,56984.0
92037,0.84,0.01,0.09,43.6,0.01,0.76,0.99,0.72,0.55,209660.56
92039,0.66,0.0,0.27,32.2,-0.01,0.67,0.98,0.76,0.2,100128.0
92040,0.87,0.02,0.03,40.84,0.01,0.21,0.91,0.71,0.61,98438.12
92046,0.81,0.03,0.04,42.8,0.01,0.31,0.87,0.74,0.51,88511.0
92049,0.71,0.02,0.04,36.7,0.02,0.36,0.83,0.73,0.25,78552.0
92052,0.75,0.08,0.08,33.8,0.04,0.39,0.96,0.71,0.58,105571.0
92054,0.76,0.03,0.05,35.66,0.02,0.26,0.82,0.71,0.46,87012.0
92056,0.76,0.05,0.06,40.58,0.01,0.3,0.87,0.7,0.52,90779.89
92057,0.69,0.06,0.09,36.87,0.02,0.28,0.83,0.69,0.6,95529.33
92058,0.73,0.08,0.05,39.18,0.01,0.25,0.87,0.49,0.57,60834.5
92064,0.76,0.02,0.13,41.82,0.01,0.49,0.93,0.73,0.68,147437.27
92065,0.83,0.02,0.02,43.94,0.01,0.3,0.89,0.71,0.62,112698.1
92069,0.73,0.03,0.08,36.34,0.0,0.27,0.81,0.72,0.53,90551.89
92071,0.8,0.02,0.05,37.61,0.01,0.3,0.92,0.72,0.57,98588.56
92072,0.81,0.0,0.04,35.8,0.04,0.32,0.93,0.84,0.58,98462.0
92074,0.86,0.01,0.06,38.3,0.01,0.46,0.95,0.78,0.69,116424.0
92075,0.84,0.01,0.07,56.1,0.01,0.76,0.98,0.67,0.62,237654.0
92078,0.74,0.02,0.09,42.74,0.01,0.4,0.88,0.77,0.6,116620.8
92079,0.62,0.02,0.17,30.8,0.01,0.23,0.64,0.76,0.69,78751.0
92081,0.81,0.02,0.08,39.12,0.02,0.29,0.91,0.7,0.51,85951.0
92082,0.8,0.01,0.05,44.33,0.01,0.28,0.86,0.65,0.66,102532.67
92083,0.81,0.03,0.04,33.77,0.02,0.19,0.78,0.73,0.53,81418.25
92084,0.82,0.03,0.03,34.44,0.02,0.19,0.75,0.72,0.54,80391.5
92086,0.7,0.01,0.04,55.3,0.06,0.14,0.87,0.47,0.46,69843.0
92088,0.74,0.03,0.03,29.1,0.01,0.14,0.66,0.65,0.57,67601.0
92093,0.88,0.0,0.08,53.8,-0.01,0.79,0.98,0.64,0.52,253946.0
92101,0.77,0.07,0.08,37.68,0.01,0.58,0.93,0.73,0.2,125692.0
92102,0.6,0.12,0.06,30.88,0.02,0.21,0.71,0.7,0.36,58038.78
92103,0.8,0.06,0.07,39.36,0.01,0.59,0.95,0.82,0.26,119982.44
92104,0.74,0.08,0.07,34.4,0.02,0.45,0.88,0.78,0.31,90898.67
92105,0.5,0.14,0.2,30.85,0.02,0.14,0.66,0.68,0.43,52773.27
92106,0.89,0.02,0.03,41.05,0.0,0.65,0.97,0.72,0.57,174262.5
92107,0.89,0.02,0.03,37.94,0.02,0.53,0.96,0.78,0.31,107351.8
92108,0.74,0.05,0.09,34.26,0.02,0.51,0.95,0.77,0.34,94986.4
92109,0.89,0.01,0.04,34.83,0.02,0.65,0.97,0.79,0.32,128869.92
92110,0.81,0.04,0.07,38.83,0.01,0.47,0.96,0.7,0.39,129337.33
92111,0.66,0.06,0.17,33.56,0.02,0.36,0.88,0.66,0.48,83121.58
92112,0.78,0.11,0.07,39.8,0.05,0.41,0.8,0.4,0.15,257116.0
92113,0.53,0.09,0.04,28.38,0.02,0.06,0.56,0.65,0.4,43799.27
92114,0.37,0.19,0.2,34.95,0.02,0.16,0.78,0.65,0.56,79353.53
92115,0.61,0.15,0.13,30.32,0.01,0.31,0.81,0.68,0.39,78439.3
92116,0.78,0.07,0.06,37.4,0.02,0.49,0.9,0.79,0.33,103997.4
92117,0.76,0.02,0.12,40.27,0.0,0.43,0.93,0.75,0.45,104785.57
92118,0.88,0.04,0.03,42.89,0.02,0.59,0.98,0.49,0.63,166981.38
92119,0.81,0.03,0.08,42.8,0.0,0.48,0.96,0.79,0.55,116163.6
92120,0.77,0.05,0.08,38.32,0.01,0.47,0.96,0.74,0.44,117820.75
92122,0.62,0.02,0.29,36.24,0.01,0.7,0.98,0.7,0.42,116856.0
92123,0.65,0.06,0.15,34.33,0.02,0.46,0.95,0.75,0.43,112479.0
92124,0.7,0.06,0.12,30.34,0.01,0.43,0.97,0.6,0.61,104608.0
92126,0.34,0.04,0.5,36.28,0.01,0.47,0.92,0.77,0.59,113977.15
92127,0.63,0.01,0.26,35.15,0.0,0.64,0.98,0.77,0.65,158404.0
92128,0.63,0.03,0.25,41.84,0.01,0.62,0.97,0.76,0.58,134310.12
92129,0.55,0.03,0.32,39.63,0.01,0.59,0.95,0.76,0.67,138848.22
92130,0.62,0.03,0.28,39.5,0.0,0.77,0.98,0.74,0.68,192424.57
92131,0.65,0.01,0.27,39.77,0.01,0.68,0.96,0.76,0.69,166979.33
92134,0.75,0.04,0.07,41.8,-0.02,0.57,0.93,0.87,0.14,107506.0
92136,0.58,0.17,0.12,24.6,0.04,0.23,0.86,0.17,0.32,53136.0
92138,0.66,0.15,0.1,18.3,0.0,0.2,0.9,0.25,0.82,56501.0
92139,0.39,0.14,0.33,38.4,0.01,0.24,0.83,0.68,0.54,80874.0
92142,0.66,0.07,0.16,37.3,0.0,0.5,0.97,0.69,0.57,103318.0
92149,0.76,0.02,0.1,34.8,0.02,0.14,0.69,0.57,0.58,65505.0
92154,0.72,0.04,0.12,35.26,0.01,0.14,0.71,0.66,0.56,71063.11
92158,0.78,0.12,0.02,36.2,0.01,0.18,0.8,0.31,0.64,99279.0
92163,0.78,0.07,0.05,37.2,0.05,0.54,0.93,0.85,0.18,133770.0
92166,0.77,0.03,0.09,32.5,0.0,0.39,0.95,0.59,0.46,122869.0
92167,0.87,0.02,0.04,33.7,0.02,0.6,0.97,0.91,0.29,157062.0
92169,0.96,0.0,0.02,28.5,0.04,0.65,0.96,0.74,0.15,128987.0
92170,0.6,0.03,0.01,29.0,0.03,0.08,0.52,0.66,0.44,38654.0
92172,0.52,0.07,0.26,34.6,-0.01,0.52,0.95,0.78,0.49,113933.0
92173,0.84,0.01,0.02,31.0,0.01,0.1,0.61,0.63,0.54,55715.14
92174,0.23,0.2,0.21,27.2,0.02,0.14,0.68,0.63,0.44,55860.0
92176,0.67,0.11,0.09,32.3,0.02,0.41,0.88,0.76,0.22,57204.0
92177,0.75,0.02,0.13,36.7,0.01,0.45,0.88,0.76,0.54,112525.0
92182,0.66,0.03,0.13,21.5,-0.03,0.53,0.92,0.59,0.33,156495.0
92195,0.61,0.09,0.18,32.4,0.01,0.18,0.77,0.72,0.36,73036.0
92196,0.36,0.08,0.38,41.8,0.02,0.34,0.88,0.8,0.61,92948.0
92198,0.92,0.02,0.06,72.5,-0.04,0.5,0.96,0.8,0.42,96246.0
92201,0.5,0.03,0.02,39.17,0.02,0.13,0.7,0.68,0.46,74151.58
92202,0.46,0.0,0.0,31.4,0.02,0.11,0.58,0.65,0.41,51369.0
92203,0.74,0.02,0.02,44.62,0.01,0.25,0.88,0.68,0.54,98725.4
92210,0.86,0.06,0.04,52.5,0.04,0.34,0.96,0.81,0.35,114551.0
92211,0.85,0.01,0.04,53.72,0.01,0.41,0.93,0.73,0.51,127017.5
92220,0.7,0.08,0.05,38.97,0.02,0.13,0.76,0.53,0.44,58542.12
92223,0.72,0.06,0.07,39.94,0.01,0.22,0.86,0.66,0.55,81176.0
92225,0.47,0.09,0.02,37.75,0.01,0.11,0.73,0.65,0.39,61679.17
92227,0.76,0.02,0.01,38.27,0.01,0.12,0.72,0.54,0.47,59572.17
92231,0.76,0.0,0.01,32.58,0.01,0.14,0.56,0.56,0.5,56916.25
92233,0.66,0.05,0.0,27.3,0.03,0.04,0.59,0.54,0.43,46208.0
92234,0.8,0.03,0.05,42.5,0.01,0.2,0.78,0.65,0.48,72361.27
92235,0.87,0.01,0.03,64.7,-0.02,0.48,0.95,0.6,0.54,154826.0
92236,0.31,0.0,0.0,31.22,0.01,0.03,0.53,0.67,0.44,47849.0
92240,0.73,0.07,0.02,39.04,0.04,0.14,0.75,0.6,0.42,51877.43
92241,0.75,0.03,0.0,48.82,0.03,0.15,0.77,0.57,0.48,51057.75
92243,0.52,0.02,0.02,32.4,0.01,0.18,0.69,0.61,0.51,67747.25
92244,0.48,0.03,0.03,37.8,0.01,0.13,0.67,0.54,0.46,52908.0
92248,0.83,0.02,0.05,35.1,0.01,0.28,0.89,0.78,0.53,112021.0
92250,0.74,0.02,0.01,35.9,0.01,0.14,0.7,0.65,0.61,78061.33
92251,0.77,0.02,0.02,32.58,0.01,0.18,0.79,0.63,0.58,86340.0
92252,0.84,0.02,0.03,41.17,0.04,0.21,0.88,0.54,0.38,65921.0
92253,0.78,0.02,0.03,51.37,0.01,0.36,0.89,0.65,0.59,143164.56
92256,0.92,0.01,0.0,52.3,-0.0,0.21,0.87,0.53,0.37,71228.0
92260,0.84,0.02,0.04,54.37,0.01,0.36,0.92,0.68,0.43,110010.56
92262,0.8,0.06,0.05,48.07,0.02,0.32,0.86,0.64,0.36,88413.14
92264,0.83,0.03,0.04,54.47,0.02,0.36,0.89,0.63,0.31,99758.18
92267,0.47,0.03,0.02,49.7,0.04,0.13,0.78,0.53,0.26,58230.0
92268,0.8,0.04,0.02,36.9,0.0,0.2,0.95,0.62,0.47,71259.0
92270,0.87,0.03,0.03,61.85,0.02,0.39,0.94,0.62,0.49,142751.75
92274,0.35,0.05,0.01,32.07,0.01,0.07,0.48,0.5,0.52,57392.5
92275,0.63,0.03,0.0,32.1,0.04,0.09,0.64,0.55,0.38,42025.0
92276,0.76,0.02,0.02,50.95,-0.0,0.15,0.8,0.6,0.45,64150.5
92277,0.72,0.1,0.04,31.75,0.02,0.22,0.87,0.47,0.45,56719.5
92282,0.82,0.06,0.04,48.4,-0.03,0.33,0.86,0.62,0.37,60429.5
92283,0.38,0.02,0.02,36.7,0.02,0.1,0.75,0.5,0.38,51984.0
92284,0.82,0.05,0.01,48.75,0.02,0.13,0.83,0.54,0.41,61778.5
92285,0.8,0.06,0.02,35.4,0.01,0.17,0.89,0.41,0.56,52214.67
92301,0.64,0.18,0.02,28.6,0.03,0.06,0.68,0.49,0.52,51693.0
92307,0.83,0.06,0.03,35.82,0.03,0.14,0.87,0.59,0.55,79798.5
92308,0.81,0.08,0.03,40.98,0.02,0.14,0.84,0.57,0.49,63781.17
92310,0.6,0.21,0.06,24.9,0.04,0.19,0.83,0.33,0.45,44305.0
92311,0.76,0.07,0.02,32.79,0.03,0.1,0.78,0.6,0.45,63549.86
92313,0.67,0.07,0.08,41.8,0.02,0.3,0.94,0.79,0.55,97721.5
92314,0.94,0.01,0.01,49.93,0.04,0.21,0.92,0.63,0.48,74715.67
92316,0.53,0.03,0.02,32.2,0.02,0.1,0.6,0.64,0.55,61887.0
92318,0.52,0.11,0.29,39.3,0.03,0.53,0.92,0.71,0.48,109792.5
92320,0.87,0.02,0.03,55.9,0.11,0.16,0.91,0.47,0.51,72098.5
92324,0.65,0.09,0.05,30.15,0.02,0.14,0.74,0.67,0.44,60543.73
92325,0.89,0.01,0.02,42.75,0.05,0.24,0.93,0.63,0.48,85748.0
92329,0.86,0.08,0.05,40.5,0.04,0.11,0.86,0.54,0.66,76269.0
92335,0.36,0.05,0.01,29.7,0.02,0.08,0.59,0.66,0.52,56894.93
92336,0.49,0.11,0.08,31.42,0.02,0.19,0.78,0.71,0.63,90183.09
92337,0.38,0.1,0.07,30.63,0.03,0.15,0.76,0.71,0.6,81720.17
92344,0.81,0.05,0.04,32.77,0.03,0.13,0.81,0.65,0.6,79927.67
92345,0.84,0.04,0.01,30.82,0.02,0.09,0.75,0.59,0.52,61606.58
92346,0.63,0.11,0.07,35.15,0.02,0.21,0.81,0.66,0.53,81784.8
92352,0.88,0.0,0.02,38.1,0.0,0.29,0.87,0.68,0.56,86649.5
92356,0.86,0.01,0.01,45.4,0.01,0.07,0.9,0.47,0.31,51813.0
92359,0.79,0.03,0.06,38.1,0.03,0.35,0.94,0.68,0.53,97684.0
92363,0.85,0.02,0.02,38.7,0.02,0.1,0.85,0.58,0.33,51625.0
92364,0.87,0.03,0.05,41.8,0.02,0.15,0.81,0.56,0.52,60943.0
92371,0.87,0.02,0.02,40.0,0.02,0.07,0.74,0.49,0.55,63232.0
92372,0.95,0.0,0.02,45.2,-0.01,0.17,0.85,0.61,0.51,76523.0
92373,0.71,0.09,0.07,38.89,0.01,0.4,0.91,0.69,0.57,110447.9
92374,0.67,0.07,0.08,32.42,0.02,0.2,0.82,0.65,0.44,78611.5
92375,0.62,0.15,0.1,30.1,0.02,0.33,0.94,0.74,0.24,64724.0
92376,0.61,0.11,0.02,29.73,0.03,0.1,0.67,0.66,0.55,63260.53
92377,0.64,0.14,0.03,33.23,0.02,0.17,0.83,0.67,0.63,98788.0
92382,0.83,0.04,0.03,39.9,0.09,0.27,0.94,0.65,0.48,74359.0
92385,0.86,0.02,0.05,47.5,-0.04,0.26,0.94,0.67,0.5,93846.0
92386,0.96,0.0,0.02,44.1,-0.01,0.17,0.92,0.66,0.39,70597.0
92389,0.85,0.02,0.0,45.8,-0.02,0.19,0.79,0.8,0.32,64105.0
92391,0.87,0.02,0.02,45.3,0.0,0.3,0.9,0.66,0.55,98026.0
92392,0.71,0.13,0.03,31.45,0.02,0.12,0.82,0.61,0.53,71926.17
92393,0.68,0.14,0.04,30.7,0.03,0.17,0.82,0.6,0.44,60994.0
92394,0.65,0.21,0.02,34.1,0.02,0.13,0.73,0.56,0.47,61071.5
92395,0.68,0.15,0.03,31.31,0.02,0.12,0.78,0.59,0.47,62819.44
92397,0.94,0.0,0.01,33.0,0.06,0.33,0.94,0.72,0.58,98326.0
92399,0.85,0.01,0.02,37.31,0.01,0.2,0.86,0.68,0.5,80944.0
92401,0.53,0.16,0.03,26.05,0.04,0.06,0.55,0.56,0.31,35411.0
92402,0.43,0.16,0.11,44.7,0.03,0.1,0.53,0.47,0.2,26089.0
92404,0.53,0.15,0.03,30.95,0.02,0.12,0.74,0.63,0.39,53994.0
92405,0.61,0.13,0.01,26.3,0.02,0.11,0.71,0.63,0.38,52089.0
92407,0.62,0.14,0.05,29.31,0.02,0.15,0.73,0.63,0.48,68634.0
92408,0.56,0.1,0.21,31.47,0.01,0.33,0.79,0.64,0.48,63067.0
92410,0.59,0.11,0.03,28.41,0.03,0.07,0.58,0.58,0.4,49408.88
92411,0.71,0.08,0.02,28.73,0.02,0.05,0.51,0.57,0.47,49830.17
92415,0.54,0.1,0.02,29.9,0.02,0.06,0.63,0.57,0.39,49656.0
92501,0.68,0.05,0.03,33.33,0.02,0.21,0.82,0.66,0.42,75786.57
92503,0.58,0.04,0.06,32.85,0.01,0.14,0.71,0.69,0.54,74668.48
92504,0.64,0.06,0.05,34.3,0.01,0.24,0.8,0.7,0.55,84865.71
92505,0.62,0.04,0.08,30.64,0.01,0.16,0.73,0.72,0.56,73490.25
92506,0.77,0.04,0.06,41.96,0.01,0.36,0.89,0.72,0.63,124515.12
92507,0.57,0.08,0.08,29.22,0.02,0.24,0.76,0.65,0.38,68061.0
92508,0.65,0.08,0.11,33.67,0.01,0.34,0.92,0.74,0.68,120602.0
92509,0.53,0.03,0.03,30.69,0.02,0.11,0.69,0.67,0.6,75697.4
92514,0.77,0.05,0.01,36.1,0.02,0.13,0.77,0.74,0.45,72305.0
92517,0.49,0.18,0.07,29.4,0.03,0.16,0.66,0.58,0.45,56570.0
92521,0.33,0.1,0.37,20.1,0.02,0.41,0.86,0.42,0.28,43704.0
92530,0.59,0.04,0.04,31.7,0.02,0.14,0.82,0.66,0.59,81787.67
92531,0.37,0.03,0.02,27.9,0.02,0.09,0.62,0.62,0.45,55713.0
92532,0.57,0.04,0.05,34.42,0.02,0.17,0.78,0.64,0.58,77804.4
92536,0.76,0.04,0.05,40.6,0.02,0.31,0.92,0.67,0.73,130708.0
92539,0.71,0.01,0.05,36.1,0.0,0.16,0.85,0.55,0.47,55507.0
92543,0.73,0.08,0.02,39.2,0.02,0.09,0.77,0.56,0.38,48615.15
92544,0.78,0.04,0.02,38.19,0.02,0.16,0.83,0.6,0.51,72053.08
92545,0.79,0.07,0.03,41.15,0.02,0.11,0.8,0.57,0.5,58961.0
92548,0.81,0.0,0.0,36.9,0.03,0.1,0.67,0.64,0.61,73283.0
92551,0.35,0.19,0.06,29.56,0.02,0.13,0.74,0.67,0.59,69706.5
92553,0.37,0.15,0.05,29.45,0.02,0.1,0.68,0.63,0.51,63024.13
92555,0.5,0.13,0.1,33.35,0.02,0.21,0.83,0.71,0.61,92601.33
92556,0.38,0.2,0.03,24.5,0.04,0.06,0.68,0.6,0.43,43777.0
92557,0.44,0.16,0.06,32.12,0.01,0.17,0.8,0.69,0.55,76291.82
92561,0.91,0.02,0.03,36.7,0.02,0.27,0.98,0.72,0.45,94017.0
92562,0.71,0.05,0.07,38.38,0.01,0.29,0.91,0.69,0.57,105816.89
92563,0.61,0.06,0.1,33.67,0.0,0.29,0.91,0.68,0.66,102840.33
92567,0.7,0.05,0.07,56.3,0.02,0.24,0.88,0.51,0.56,73592.0
92570,0.41,0.08,0.02,31.74,0.02,0.1,0.66,0.62,0.55,67527.22
92571,0.3,0.13,0.05,28.6,0.02,0.14,0.71,0.67,0.56,69298.33
92581,0.58,0.13,0.05,32.9,0.0,0.16,0.76,0.6,0.53,67853.0
92582,0.63,0.04,0.03,35.95,0.01,0.12,0.72,0.61,0.57,63399.75
92583,0.75,0.04,0.01,30.75,0.02,0.07,0.66,0.53,0.46,50729.0
92584,0.68,0.06,0.07,33.33,0.02,0.22,0.88,0.71,0.64,91999.88
92585,0.69,0.03,0.03,44.22,0.01,0.15,0.79,0.58,0.52,70669.4
92586,0.73,0.08,0.04,55.43,0.02,0.16,0.87,0.53,0.45,68293.0
92587,0.72,0.01,0.04,36.6,0.0,0.23,0.88,0.72,0.61,94510.25
92591,0.71,0.06,0.07,36.01,0.0,0.31,0.92,0.69,0.65,107286.5
92592,0.68,0.05,0.11,34.83,0.01,0.32,0.93,0.72,0.68,109562.67
92593,0.58,0.01,0.09,37.0,0.02,0.25,0.81,0.76,0.44,108884.0
92595,0.68,0.05,0.05,35.98,0.01,0.19,0.83,0.68,0.61,89977.56
92596,0.61,0.11,0.09,32.55,0.01,0.27,0.9,0.68,0.7,109902.5
92602,0.52,0.01,0.4,36.5,-0.01,0.7,0.99,0.78,0.62,180551.0
92603,0.61,0.01,0.31,42.85,-0.0,0.74,0.98,0.69,0.68,188790.5
92604,0.56,0.02,0.33,41.31,0.0,0.63,0.95,0.74,0.61,143779.43
92605,0.72,0.0,0.17,40.6,0.01,0.51,0.94,0.79,0.63,136755.0
92606,0.48,0.02,0.4,33.5,0.01,0.63,0.96,0.76,0.48,121209.5
92610,0.63,0.02,0.27,38.2,0.0,0.59,0.97,0.81,0.67,146020.5
92612,0.46,0.03,0.43,29.8,-0.0,0.64,0.95,0.53,0.38,96923.25
92614,0.5,0.01,0.36,37.2,0.01,0.62,0.94,0.73,0.57,132902.0
92617,0.51,0.02,0.34,20.9,-0.01,0.87,0.99,0.55,0.31,140891.0
92618,0.48,0.03,0.38,37.26,0.01,0.5,0.91,0.6,0.58,123469.6
92620,0.46,0.02,0.43,39.62,0.0,0.65,0.96,0.74,0.63,144509.4
92624,0.89,0.03,0.02,53.7,0.02,0.37,0.9,0.8,0.44,143151.0
92625,0.87,0.01,0.08,51.76,0.0,0.7,0.99,0.71,0.57,287131.0
92626,0.72,0.03,0.13,34.89,0.01,0.4,0.87,0.79,0.48,109857.25
92627,0.75,0.01,0.05,35.96,0.02,0.41,0.85,0.78,0.43,116200.56
92628,0.9,0.01,0.03,41.9,0.01,0.4,0.94,0.7,0.58,132951.0
92629,0.8,0.01,0.04,46.62,0.01,0.49,0.92,0.75,0.52,145102.67
92630,0.67,0.02,0.14,39.01,0.01,0.42,0.9,0.79,0.58,122242.11
92637,0.72,0.01,0.21,59.6,0.01,0.49,0.94,0.69,0.4,99794.67
92646,0.78,0.01,0.12,44.93,0.01,0.43,0.95,0.79,0.54,127332.57
92647,0.67,0.03,0.16,36.93,0.01,0.37,0.92,0.76,0.43,95790.67
92648,0.77,0.01,0.11,42.7,0.01,0.45,0.91,0.77,0.5,152424.67
92649,0.76,0.01,0.13,45.39,0.01,0.43,0.94,0.78,0.5,133595.8
92650,0.67,0.02,0.27,32.6,0.69,0.7,0.99,0.72,0.4,111964.0
92651,0.85,0.01,0.08,49.97,0.0,0.65,0.97,0.74,0.49,223838.43
92653,0.75,0.01,0.13,52.73,0.0,0.45,0.93,0.71,0.47,109050.29
92654,0.63,0.02,0.26,59.5,0.01,0.39,0.89,0.75,0.31,75438.0
92655,0.37,0.01,0.52,41.57,0.0,0.27,0.79,0.7,0.52,81092.33
92656,0.69,0.02,0.16,36.37,0.02,0.56,0.97,0.82,0.56,137261.57
92658,0.82,0.0,0.14,45.1,-0.0,0.74,0.97,0.71,0.51,237185.0
92660,0.92,0.01,0.03,50.15,0.0,0.58,0.98,0.8,0.43,192133.0
92661,0.88,0.03,0.06,48.5,0.02,0.65,0.96,0.77,0.4,152703.0
92662,0.98,0.0,0.01,56.4,0.0,0.73,1.0,0.79,0.45,226334.0
92663,0.83,0.0,0.04,44.98,0.0,0.58,0.92,0.73,0.51,226798.2
92672,0.82,0.01,0.02,45.89,0.0,0.44,0.92,0.75,0.5,134955.43
92673,0.82,0.01,0.07,46.73,0.01,0.51,0.96,0.7,0.68,164738.33
92675,0.86,0.0,0.04,49.75,0.0,0.46,0.97,0.73,0.6,169204.0
92676,0.86,0.01,0.07,45.65,0.02,0.5,0.97,0.78,0.62,150925.0
92677,0.77,0.02,0.1,44.37,0.01,0.56,0.96,0.75,0.62,169373.79
92679,0.84,0.01,0.08,42.26,-0.0,0.56,0.96,0.78,0.73,191707.14
92683,0.43,0.01,0.44,41.04,0.01,0.23,0.79,0.72,0.54,86204.18
92684,0.31,0.0,0.6,40.8,0.0,0.21,0.72,0.71,0.52,64894.5
92688,0.76,0.03,0.12,38.91,0.0,0.51,0.96,0.8,0.62,142264.0
92691,0.79,0.01,0.1,42.83,0.01,0.45,0.92,0.78,0.65,141435.46
92692,0.79,0.02,0.11,46.36,0.01,0.49,0.97,0.76,0.64,143756.75
92693,0.39,0.01,0.03,28.1,0.01,0.19,0.67,0.75,0.58,109332.0
92694,0.82,0.01,0.08,38.18,0.02,0.64,0.97,0.74,0.77,229142.6
92701,0.6,0.0,0.04,31.08,0.02,0.1,0.49,0.73,0.54,61874.4
92703,0.23,0.01,0.17,30.85,0.02,0.09,0.5,0.73,0.56,62442.2
92704,0.46,0.01,0.15,31.97,0.01,0.13,0.57,0.74,0.58,75492.71
92705,0.67,0.02,0.12,38.82,0.02,0.41,0.86,0.77,0.57,132325.0
92706,0.48,0.01,0.09,33.39,0.02,0.2,0.67,0.71,0.54,84135.62
